0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,0,32.375,363.75,7.2,4.3,0.48,0.5,19.5625,366.5,6.4,4.2,0.47,0.6,1,16.9375,289.6875,5.8,4.0,0.37,0.71,20.75,350.0625,6.6,4.1,0.43,0.73
0,1,22.625,338.9375,5.8,4.0,0.4,0.63,23.0625,343.5625,6.2,4.5,0.39,0.42,0,22.9375,351.0,5.9,4.4,0.4,0.36,19.0,291.5,5.6,3.6,0.37,0.67
1,0,24.0,372.5,6.5,4.0,0.49,0.46,19.1875,306.25,5.9,4.3,0.35,0.65,1,12.25,258.4375,4.3,4.3,0.3,0.44,25.5,335.875,6.1,3.9,0.38,0.44
1,1,17.5625,314.9375,5.7,4.4,0.35,0.47,21.75,312.625,6.0,3.9,0.41,0.5,0,18.0625,269.3125,4.8,4.3,0.28,0.39,27.125,373.5625,6.5,4.4,0.37,0.53
1,0,24.625,380.3125,7.0,4.6,0.36,0.27,21.6875,311.875,5.8,4.2,0.32,0.53,1,19.375,297.8125,5.8,3.7,0.36,0.35,25.4375,368.5625,6.4,4.2,0.4,0.42
1,1,25.625,354.625,5.9,4.9,0.34,0.4,23.1875,322.8125,5.9,4.5,0.35,0.27,0,22.875,349.6875,5.9,4.7,0.37,0.44,20.375,330.1875,5.7,4.3,0.38,0.35
1,1,27.4375,389.375,6.4,5.4,0.4,0.69,23.5625,327.1875,6.0,4.2,0.38,0.42,0,27.1875,380.75,6.6,3.8,0.45,0.63,24.25,341.5625,6.1,4.6,0.39,0.44
1,1,24.25,358.125,7.1,3.8,0.42,0.39,15.0,309.0625,5.4,4.7,0.36,0.3,0,24.625,364.25,6.7,4.2,0.41,0.59,27.25,351.75,6.8,4.3,0.4,0.44
0,1,20.125,330.5625,6.1,3.6,0.39,0.68,24.6875,332.0,6.4,4.4,0.38,0.29,0,23.4375,345.3125,6.9,4.1,0.43,0.4,14.5,276.8125,5.3,3.0,0.34,0.63
0,0,22.3125,322.875,6.3,3.8,0.39,0.4,16.875,318.875,5.8,3.9,0.38,0.5,1,25.875,341.125,5.9,3.8,0.47,0.73,18.0,332.4375,6.1,4.6,0.39,0.53
0,0,17.5625,314.9375,5.7,4.4,0.35,0.47,21.75,312.625,6.0,3.9,0.41,0.5,1,20.875,289.4375,5.8,3.9,0.33,0.29,17.875,314.3125,5.8,3.7,0.35,0.46
0,0,22.625,338.9375,5.8,4.0,0.4,0.63,23.0625,343.5625,6.2,4.5,0.39,0.42,1,17.6875,304.875,5.7,4.3,0.38,0.46,26.5625,361.625,6.1,4.8,0.43,0.7
1,0,22.9375,351.0,5.9,4.4,0.4,0.36,19.0,291.5,5.6,3.6,0.37,0.67,1,16.9375,289.6875,5.8,4.0,0.37,0.71,20.75,350.0625,6.6,4.1,0.43,0.73
0,0,20.125,330.5625,6.1,3.6,0.39,0.68,24.6875,332.0,6.4,4.4,0.38,0.29,1,27.1875,380.75,6.6,3.8,0.45,0.63,24.25,341.5625,6.1,4.6,0.39,0.44
0,0,12.25,258.4375,4.3,4.3,0.3,0.44,25.5,335.875,6.1,3.9,0.38,0.44,1,21.3125,335.125,6.4,4.6,0.42,0.71,19.875,332.6875,5.9,4.7,0.43,0.53
1,1,17.0625,323.125,5.9,3.7,0.4,0.3,20.8125,309.3125,6.2,3.6,0.37,0.36,0,22.25,302.125,6.2,4.3,0.35,0.57,21.1875,367.6875,6.1,3.9,0.43,0.41
0,0,24.375,386.625,6.8,4.8,0.41,0.47,26.6875,376.9375,7.4,4.0,0.4,0.85,1,22.0625,341.25,6.0,4.7,0.4,0.64,26.1875,371.8125,7.5,4.7,0.41,0.44
0,0,22.875,349.6875,5.9,4.7,0.37,0.44,20.375,330.1875,5.7,4.3,0.38,0.35,1,21.5,348.875,6.5,3.9,0.32,0.32,29.4375,390.8125,7.2,4.7,0.38,0.63
1,0,24.625,364.25,6.7,4.2,0.41,0.59,27.25,351.75,6.8,4.3,0.4,0.44,1,24.625,380.3125,7.0,4.6,0.36,0.27,21.6875,311.875,5.8,4.2,0.32,0.53
0,1,18.0625,269.3125,4.8,4.3,0.28,0.39,27.125,373.5625,6.5,4.4,0.37,0.53,0,19.375,297.8125,5.8,3.7,0.36,0.35,25.4375,368.5625,6.4,4.2,0.4,0.42
0,0,18.0625,302.875,5.2,3.7,0.33,0.53,20.5,336.75,5.8,4.5,0.34,0.5,1,19.0625,313.3125,6.2,4.1,0.32,0.5,21.625,327.75,6.3,3.5,0.39,0.23
1,0,32.375,363.75,7.2,4.3,0.48,0.5,19.5625,366.5,6.4,4.2,0.47,0.6,1,23.4375,345.3125,6.9,4.1,0.43,0.4,14.5,276.8125,5.3,3.0,0.34,0.63
0,1,18.875,337.0,6.0,4.2,0.29,0.5,23.5625,389.25,6.9,4.6,0.35,0.7,0,27.4375,389.375,6.4,5.4,0.4,0.69,23.5625,327.1875,6.0,4.2,0.38,0.42
1,0,20.875,289.4375,5.8,3.9,0.33,0.29,17.875,314.3125,5.8,3.7,0.35,0.46,1,17.0625,323.125,5.9,3.7,0.4,0.3,20.8125,309.3125,6.2,3.6,0.37,0.36
1,1,24.625,364.25,6.7,4.2,0.41,0.59,27.25,351.75,6.8,4.3,0.4,0.44,0,22.625,338.9375,5.8,4.0,0.4,0.63,23.0625,343.5625,6.2,4.5,0.39,0.42
1,0,17.6875,304.875,5.7,4.3,0.38,0.46,26.5625,361.625,6.1,4.8,0.43,0.7,1,20.125,330.5625,6.1,3.6,0.39,0.68,24.6875,332.0,6.4,4.4,0.38,0.29
0,0,25.625,354.625,5.9,4.9,0.34,0.4,23.1875,322.8125,5.9,4.5,0.35,0.27,1,23.4375,345.3125,6.9,4.1,0.43,0.4,14.5,276.8125,5.3,3.0,0.34,0.63
0,1,22.25,302.125,6.2,4.3,0.35,0.57,21.1875,367.6875,6.1,3.9,0.43,0.41,0,18.875,337.0,6.0,4.2,0.29,0.5,23.5625,389.25,6.9,4.6,0.35,0.7
0,0,18.0625,269.3125,4.8,4.3,0.28,0.39,27.125,373.5625,6.5,4.4,0.37,0.53,1,22.875,349.6875,5.9,4.7,0.37,0.44,20.375,330.1875,5.7,4.3,0.38,0.35
1,1,22.0625,341.25,6.0,4.7,0.4,0.64,26.1875,371.8125,7.5,4.7,0.41,0.44,0,16.9375,289.6875,5.8,4.0,0.37,0.71,20.75,350.0625,6.6,4.1,0.43,0.73
1,1,22.9375,351.0,5.9,4.4,0.4,0.36,19.0,291.5,5.6,3.6,0.37,0.67,0,24.375,386.625,6.8,4.8,0.41,0.47,26.6875,376.9375,7.4,4.0,0.4,0.85
0,1,12.25,258.4375,4.3,4.3,0.3,0.44,25.5,335.875,6.1,3.9,0.38,0.44,0,22.3125,322.875,6.3,3.8,0.39,0.4,16.875,318.875,5.8,3.9,0.38,0.5
1,0,24.25,358.125,7.1,3.8,0.42,0.39,15.0,309.0625,5.4,4.7,0.36,0.3,1,17.5625,314.9375,5.7,4.4,0.35,0.47,21.75,312.625,6.0,3.9,0.41,0.5
0,0,19.375,297.8125,5.8,3.7,0.36,0.35,25.4375,368.5625,6.4,4.2,0.4,0.42,1,24.0,372.5,6.5,4.0,0.49,0.46,19.1875,306.25,5.9,4.3,0.35,0.65
0,1,18.0625,302.875,5.2,3.7,0.33,0.53,20.5,336.75,5.8,4.5,0.34,0.5,0,25.875,341.125,5.9,3.8,0.47,0.73,18.0,332.4375,6.1,4.6,0.39,0.53
0,1,19.0625,313.3125,6.2,4.1,0.32,0.5,21.625,327.75,6.3,3.5,0.39,0.23,0,21.3125,335.125,6.4,4.6,0.42,0.71,19.875,332.6875,5.9,4.7,0.43,0.53
1,1,32.375,363.75,7.2,4.3,0.48,0.5,19.5625,366.5,6.4,4.2,0.47,0.6,0,27.1875,380.75,6.6,3.8,0.45,0.63,24.25,341.5625,6.1,4.6,0.39,0.44
1,1,27.4375,389.375,6.4,5.4,0.4,0.69,23.5625,327.1875,6.0,4.2,0.38,0.42,0,24.625,380.3125,7.0,4.6,0.36,0.27,21.6875,311.875,5.8,4.2,0.32,0.53
1,1,27.5625,395.5625,7.8,4.0,0.45,0.39,20.125,271.5625,5.3,3.7,0.34,0.43,0,21.5,348.875,6.5,3.9,0.32,0.32,29.4375,390.8125,7.2,4.7,0.38,0.63
1,0,32.375,363.75,7.2,4.3,0.48,0.5,19.5625,366.5,6.4,4.2,0.47,0.6,1,22.625,338.9375,5.8,4.0,0.4,0.63,23.0625,343.5625,6.2,4.5,0.39,0.42
1,0,24.0,372.5,6.5,4.0,0.49,0.46,19.1875,306.25,5.9,4.3,0.35,0.65,1,24.625,364.25,6.7,4.2,0.41,0.59,27.25,351.75,6.8,4.3,0.4,0.44
1,1,22.9375,351.0,5.9,4.4,0.4,0.36,19.0,291.5,5.6,3.6,0.37,0.67,0,20.125,330.5625,6.1,3.6,0.39,0.68,24.6875,332.0,6.4,4.4,0.38,0.29
1,1,24.375,386.625,6.8,4.8,0.41,0.47,26.6875,376.9375,7.4,4.0,0.4,0.85,0,22.25,302.125,6.2,4.3,0.35,0.57,21.1875,367.6875,6.1,3.9,0.43,0.41
0,0,22.0625,341.25,6.0,4.7,0.4,0.64,26.1875,371.8125,7.5,4.7,0.41,0.44,1,24.625,380.3125,7.0,4.6,0.36,0.27,21.6875,311.875,5.8,4.2,0.32,0.53
1,0,17.5625,314.9375,5.7,4.4,0.35,0.47,21.75,312.625,6.0,3.9,0.41,0.5,1,18.875,337.0,6.0,4.2,0.29,0.5,23.5625,389.25,6.9,4.6,0.35,0.7
1,0,23.4375,345.3125,6.9,4.1,0.43,0.4,14.5,276.8125,5.3,3.0,0.34,0.63,1,17.6875,304.875,5.7,4.3,0.38,0.46,26.5625,361.625,6.1,4.8,0.43,0.7
1,1,25.875,341.125,5.9,3.8,0.47,0.73,18.0,332.4375,6.1,4.6,0.39,0.53,0,24.25,358.125,7.1,3.8,0.42,0.39,15.0,309.0625,5.4,4.7,0.36,0.3
1,1,16.9375,289.6875,5.8,4.0,0.37,0.71,20.75,350.0625,6.6,4.1,0.43,0.73,0,12.25,258.4375,4.3,4.3,0.3,0.44,25.5,335.875,6.1,3.9,0.38,0.44
1,0,17.0625,323.125,5.9,3.7,0.4,0.3,20.8125,309.3125,6.2,3.6,0.37,0.36,1,25.625,354.625,5.9,4.9,0.34,0.4,23.1875,322.8125,5.9,4.5,0.35,0.27
1,0,22.875,349.6875,5.9,4.7,0.37,0.44,20.375,330.1875,5.7,4.3,0.38,0.35,1,19.375,297.8125,5.8,3.7,0.36,0.35,25.4375,368.5625,6.4,4.2,0.4,0.42
0,0,27.4375,389.375,6.4,5.4,0.4,0.69,23.5625,327.1875,6.0,4.2,0.38,0.42,1,20.875,289.4375,5.8,3.9,0.33,0.29,17.875,314.3125,5.8,3.7,0.35,0.46
1,1,22.3125,322.875,6.3,3.8,0.39,0.4,16.875,318.875,5.8,3.9,0.38,0.5,0,21.3125,335.125,6.4,4.6,0.42,0.71,19.875,332.6875,5.9,4.7,0.43,0.53
0,1,21.5,348.875,6.5,3.9,0.32,0.32,29.4375,390.8125,7.2,4.7,0.38,0.63,0,18.0625,302.875,5.2,3.7,0.33,0.53,20.5,336.75,5.8,4.5,0.34,0.5
0,1,27.1875,380.75,6.6,3.8,0.45,0.63,24.25,341.5625,6.1,4.6,0.39,0.44,0,27.5625,395.5625,7.8,4.0,0.45,0.39,20.125,271.5625,5.3,3.7,0.34,0.43
1,0,19.0625,313.3125,6.2,4.1,0.32,0.5,21.625,327.75,6.3,3.5,0.39,0.23,1,18.0625,269.3125,4.8,4.3,0.28,0.39,27.125,373.5625,6.5,4.4,0.37,0.53
1,1,27.4375,389.375,6.4,5.4,0.4,0.69,23.5625,327.1875,6.0,4.2,0.38,0.42,0,24.375,386.625,6.8,4.8,0.41,0.47,26.6875,376.9375,7.4,4.0,0.4,0.85
0,0,18.875,337.0,6.0,4.2,0.29,0.5,23.5625,389.25,6.9,4.6,0.35,0.7,1,24.625,380.3125,7.0,4.6,0.36,0.27,21.6875,311.875,5.8,4.2,0.32,0.53
0,0,19.0625,313.3125,6.2,4.1,0.32,0.5,21.625,327.75,6.3,3.5,0.39,0.23,1,24.25,358.125,7.1,3.8,0.42,0.39,15.0,309.0625,5.4,4.7,0.36,0.3
0,1,17.0625,323.125,5.9,3.7,0.4,0.3,20.8125,309.3125,6.2,3.6,0.37,0.36,0,16.9375,289.6875,5.8,4.0,0.37,0.71,20.75,350.0625,6.6,4.1,0.43,0.73
0,1,20.125,330.5625,6.1,3.6,0.39,0.68,24.6875,332.0,6.4,4.4,0.38,0.29,0,24.0,372.5,6.5,4.0,0.49,0.46,19.1875,306.25,5.9,4.3,0.35,0.65
0,0,21.5,348.875,6.5,3.9,0.32,0.32,29.4375,390.8125,7.2,4.7,0.38,0.63,1,22.875,349.6875,5.9,4.7,0.37,0.44,20.375,330.1875,5.7,4.3,0.38,0.35
1,0,22.0625,341.25,6.0,4.7,0.4,0.64,26.1875,371.8125,7.5,4.7,0.41,0.44,1,22.25,302.125,6.2,4.3,0.35,0.57,21.1875,367.6875,6.1,3.9,0.43,0.41
0,1,22.625,338.9375,5.8,4.0,0.4,0.63,23.0625,343.5625,6.2,4.5,0.39,0.42,0,20.875,289.4375,5.8,3.9,0.33,0.29,17.875,314.3125,5.8,3.7,0.35,0.46
1,1,17.5625,314.9375,5.7,4.4,0.35,0.47,21.75,312.625,6.0,3.9,0.41,0.5,0,17.6875,304.875,5.7,4.3,0.38,0.46,26.5625,361.625,6.1,4.8,0.43,0.7
0,1,27.5625,395.5625,7.8,4.0,0.45,0.39,20.125,271.5625,5.3,3.7,0.34,0.43,0,25.625,354.625,5.9,4.9,0.34,0.4,23.1875,322.8125,5.9,4.5,0.35,0.27
0,1,27.1875,380.75,6.6,3.8,0.45,0.63,24.25,341.5625,6.1,4.6,0.39,0.44,0,24.625,364.25,6.7,4.2,0.41,0.59,27.25,351.75,6.8,4.3,0.4,0.44
0,1,18.0625,269.3125,4.8,4.3,0.28,0.39,27.125,373.5625,6.5,4.4,0.37,0.53,0,18.0625,302.875,5.2,3.7,0.33,0.53,20.5,336.75,5.8,4.5,0.34,0.5
1,0,25.875,341.125,5.9,3.8,0.47,0.73,18.0,332.4375,6.1,4.6,0.39,0.53,1,21.3125,335.125,6.4,4.6,0.42,0.71,19.875,332.6875,5.9,4.7,0.43,0.53
1,1,19.375,297.8125,5.8,3.7,0.36,0.35,25.4375,368.5625,6.4,4.2,0.4,0.42,0,12.25,258.4375,4.3,4.3,0.3,0.44,25.5,335.875,6.1,3.9,0.38,0.44
0,1,22.3125,322.875,6.3,3.8,0.39,0.4,16.875,318.875,5.8,3.9,0.38,0.5,0,23.4375,345.3125,6.9,4.1,0.43,0.4,14.5,276.8125,5.3,3.0,0.34,0.63
0,0,22.9375,351.0,5.9,4.4,0.4,0.36,19.0,291.5,5.6,3.6,0.37,0.67,1,32.375,363.75,7.2,4.3,0.48,0.5,19.5625,366.5,6.4,4.2,0.47,0.6
0,1,22.25,302.125,6.2,4.3,0.35,0.57,21.1875,367.6875,6.1,3.9,0.43,0.41,0,27.1875,380.75,6.6,3.8,0.45,0.63,24.25,341.5625,6.1,4.6,0.39,0.44
0,0,25.625,354.625,5.9,4.9,0.34,0.4,23.1875,322.8125,5.9,4.5,0.35,0.27,1,22.0625,341.25,6.0,4.7,0.4,0.64,26.1875,371.8125,7.5,4.7,0.41,0.44
0,0,16.9375,289.6875,5.8,4.0,0.37,0.71,20.75,350.0625,6.6,4.1,0.43,0.73,1,17.6875,304.875,5.7,4.3,0.38,0.46,26.5625,361.625,6.1,4.8,0.43,0.7
1,1,23.4375,345.3125,6.9,4.1,0.43,0.4,14.5,276.8125,5.3,3.0,0.34,0.63,0,20.125,330.5625,6.1,3.6,0.39,0.68,24.6875,332.0,6.4,4.4,0.38,0.29
0,1,12.25,258.4375,4.3,4.3,0.3,0.44,25.5,335.875,6.1,3.9,0.38,0.44,0,25.875,341.125,5.9,3.8,0.47,0.73,18.0,332.4375,6.1,4.6,0.39,0.53
0,0,24.25,358.125,7.1,3.8,0.42,0.39,15.0,309.0625,5.4,4.7,0.36,0.3,1,22.625,338.9375,5.8,4.0,0.4,0.63,23.0625,343.5625,6.2,4.5,0.39,0.42
0,1,18.875,337.0,6.0,4.2,0.29,0.5,23.5625,389.25,6.9,4.6,0.35,0.7,0,21.3125,335.125,6.4,4.6,0.42,0.71,19.875,332.6875,5.9,4.7,0.43,0.53
1,1,19.0625,313.3125,6.2,4.1,0.32,0.5,21.625,327.75,6.3,3.5,0.39,0.23,0,19.375,297.8125,5.8,3.7,0.36,0.35,25.4375,368.5625,6.4,4.2,0.4,0.42
1,1,24.0,372.5,6.5,4.0,0.49,0.46,19.1875,306.25,5.9,4.3,0.35,0.65,0,18.0625,302.875,5.2,3.7,0.33,0.53,20.5,336.75,5.8,4.5,0.34,0.5
0,0,21.5,348.875,6.5,3.9,0.32,0.32,29.4375,390.8125,7.2,4.7,0.38,0.63,1,18.0625,269.3125,4.8,4.3,0.28,0.39,27.125,373.5625,6.5,4.4,0.37,0.53
0,1,22.9375,351.0,5.9,4.4,0.4,0.36,19.0,291.5,5.6,3.6,0.37,0.67,0,17.0625,323.125,5.9,3.7,0.4,0.3,20.8125,309.3125,6.2,3.6,0.37,0.36
1,1,27.5625,395.5625,7.8,4.0,0.45,0.39,20.125,271.5625,5.3,3.7,0.34,0.43,0,22.875,349.6875,5.9,4.7,0.37,0.44,20.375,330.1875,5.7,4.3,0.38,0.35
0,1,20.875,289.4375,5.8,3.9,0.33,0.29,17.875,314.3125,5.8,3.7,0.35,0.46,0,32.375,363.75,7.2,4.3,0.48,0.5,19.5625,366.5,6.4,4.2,0.47,0.6
1,0,27.4375,389.375,6.4,5.4,0.4,0.69,23.5625,327.1875,6.0,4.2,0.38,0.42,1,24.625,364.25,6.7,4.2,0.41,0.59,27.25,351.75,6.8,4.3,0.4,0.44
0,1,17.5625,314.9375,5.7,4.4,0.35,0.47,21.75,312.625,6.0,3.9,0.41,0.5,0,24.625,380.3125,7.0,4.6,0.36,0.27,21.6875,311.875,5.8,4.2,0.32,0.53
0,1,24.375,386.625,6.8,4.8,0.41,0.47,26.6875,376.9375,7.4,4.0,0.4,0.85,0,22.3125,322.875,6.3,3.8,0.39,0.4,16.875,318.875,5.8,3.9,0.38,0.5
0,0,19.0625,313.3125,6.2,4.1,0.32,0.5,21.625,327.75,6.3,3.5,0.39,0.23,1,27.5625,395.5625,7.8,4.0,0.45,0.39,20.125,271.5625,5.3,3.7,0.34,0.43
1,0,22.875,349.6875,5.9,4.7,0.37,0.44,20.375,330.1875,5.7,4.3,0.38,0.35,1,18.0625,302.875,5.2,3.7,0.33,0.53,20.5,336.75,5.8,4.5,0.34,0.5
1,0,17.6875,304.875,5.7,4.3,0.38,0.46,26.5625,361.625,6.1,4.8,0.43,0.7,1,17.0625,323.125,5.9,3.7,0.4,0.3,20.8125,309.3125,6.2,3.6,0.37,0.36
0,0,16.9375,289.6875,5.8,4.0,0.37,0.71,20.75,350.0625,6.6,4.1,0.43,0.73,1,20.125,330.5625,6.1,3.6,0.39,0.68,24.6875,332.0,6.4,4.4,0.38,0.29
0,0,24.375,386.625,6.8,4.8,0.41,0.47,26.6875,376.9375,7.4,4.0,0.4,0.85,1,22.25,302.125,6.2,4.3,0.35,0.57,21.1875,367.6875,6.1,3.9,0.43,0.41
0,0,22.0625,341.25,6.0,4.7,0.4,0.64,26.1875,371.8125,7.5,4.7,0.41,0.44,1,27.1875,380.75,6.6,3.8,0.45,0.63,24.25,341.5625,6.1,4.6,0.39,0.44
0,0,18.875,337.0,6.0,4.2,0.29,0.5,23.5625,389.25,6.9,4.6,0.35,0.7,1,24.625,364.25,6.7,4.2,0.41,0.59,27.25,351.75,6.8,4.3,0.4,0.44
0,1,21.3125,335.125,6.4,4.6,0.42,0.71,19.875,332.6875,5.9,4.7,0.43,0.53,0,22.625,338.9375,5.8,4.0,0.4,0.63,23.0625,343.5625,6.2,4.5,0.39,0.42
1,0,27.4375,389.375,6.4,5.4,0.4,0.69,23.5625,327.1875,6.0,4.2,0.38,0.42,1,24.625,380.3125,7.0,4.6,0.36,0.27,21.6875,311.875,5.8,4.2,0.32,0.53
1,1,22.3125,322.875,6.3,3.8,0.39,0.4,16.875,318.875,5.8,3.9,0.38,0.5,0,24.0,372.5,6.5,4.0,0.49,0.46,19.1875,306.25,5.9,4.3,0.35,0.65
0,0,18.0625,269.3125,4.8,4.3,0.28,0.39,27.125,373.5625,6.5,4.4,0.37,0.53,1,12.25,258.4375,4.3,4.3,0.3,0.44,25.5,335.875,6.1,3.9,0.38,0.44
1,0,25.875,341.125,5.9,3.8,0.47,0.73,18.0,332.4375,6.1,4.6,0.39,0.53,1,19.375,297.8125,5.8,3.7,0.36,0.35,25.4375,368.5625,6.4,4.2,0.4,0.42
1,0,22.9375,351.0,5.9,4.4,0.4,0.36,19.0,291.5,5.6,3.6,0.37,0.67,1,23.4375,345.3125,6.9,4.1,0.43,0.4,14.5,276.8125,5.3,3.0,0.34,0.63
1,1,25.625,354.625,5.9,4.9,0.34,0.4,23.1875,322.8125,5.9,4.5,0.35,0.27,0,21.5,348.875,6.5,3.9,0.32,0.32,29.4375,390.8125,7.2,4.7,0.38,0.63
0,0,24.25,358.125,7.1,3.8,0.42,0.39,15.0,309.0625,5.4,4.7,0.36,0.3,1,32.375,363.75,7.2,4.3,0.48,0.5,19.5625,366.5,6.4,4.2,0.47,0.6
1,0,20.875,289.4375,5.8,3.9,0.33,0.29,17.875,314.3125,5.8,3.7,0.35,0.46,1,17.5625,314.9375,5.7,4.4,0.35,0.47,21.75,312.625,6.0,3.9,0.41,0.5
0,0,12.25,258.4375,4.3,4.3,0.3,0.44,25.5,335.875,6.1,3.9,0.38,0.44,1,23.4375,345.3125,6.9,4.1,0.43,0.4,14.5,276.8125,5.3,3.0,0.34,0.63
1,1,18.0625,269.3125,4.8,4.3,0.28,0.39,27.125,373.5625,6.5,4.4,0.37,0.53,0,24.625,364.25,6.7,4.2,0.41,0.59,27.25,351.75,6.8,4.3,0.4,0.44
0,0,19.0625,313.3125,6.2,4.1,0.32,0.5,21.625,327.75,6.3,3.5,0.39,0.23,1,18.0625,302.875,5.2,3.7,0.33,0.53,20.5,336.75,5.8,4.5,0.34,0.5
0,1,16.9375,289.6875,5.8,4.0,0.37,0.71,20.75,350.0625,6.6,4.1,0.43,0.73,0,22.3125,322.875,6.3,3.8,0.39,0.4,16.875,318.875,5.8,3.9,0.38,0.5
0,0,22.9375,351.0,5.9,4.4,0.4,0.36,19.0,291.5,5.6,3.6,0.37,0.67,1,20.875,289.4375,5.8,3.9,0.33,0.29,17.875,314.3125,5.8,3.7,0.35,0.46
0,1,17.6875,304.875,5.7,4.3,0.38,0.46,26.5625,361.625,6.1,4.8,0.43,0.7,0,32.375,363.75,7.2,4.3,0.48,0.5,19.5625,366.5,6.4,4.2,0.47,0.6
0,0,22.25,302.125,6.2,4.3,0.35,0.57,21.1875,367.6875,6.1,3.9,0.43,0.41,1,22.875,349.6875,5.9,4.7,0.37,0.44,20.375,330.1875,5.7,4.3,0.38,0.35
0,1,22.0625,341.25,6.0,4.7,0.4,0.64,26.1875,371.8125,7.5,4.7,0.41,0.44,0,18.875,337.0,6.0,4.2,0.29,0.5,23.5625,389.25,6.9,4.6,0.35,0.7
0,1,17.0625,323.125,5.9,3.7,0.4,0.3,20.8125,309.3125,6.2,3.6,0.37,0.36,0,22.625,338.9375,5.8,4.0,0.4,0.63,23.0625,343.5625,6.2,4.5,0.39,0.42
0,1,25.625,354.625,5.9,4.9,0.34,0.4,23.1875,322.8125,5.9,4.5,0.35,0.27,0,27.1875,380.75,6.6,3.8,0.45,0.63,24.25,341.5625,6.1,4.6,0.39,0.44
1,1,20.125,330.5625,6.1,3.6,0.39,0.68,24.6875,332.0,6.4,4.4,0.38,0.29,0,27.5625,395.5625,7.8,4.0,0.45,0.39,20.125,271.5625,5.3,3.7,0.34,0.43
0,0,24.375,386.625,6.8,4.8,0.41,0.47,26.6875,376.9375,7.4,4.0,0.4,0.85,1,21.5,348.875,6.5,3.9,0.32,0.32,29.4375,390.8125,7.2,4.7,0.38,0.63
0,0,24.625,380.3125,7.0,4.6,0.36,0.27,21.6875,311.875,5.8,4.2,0.32,0.53,1,24.25,358.125,7.1,3.8,0.42,0.39,15.0,309.0625,5.4,4.7,0.36,0.3
1,1,21.3125,335.125,6.4,4.6,0.42,0.71,19.875,332.6875,5.9,4.7,0.43,0.53,0,19.375,297.8125,5.8,3.7,0.36,0.35,25.4375,368.5625,6.4,4.2,0.4,0.42
1,0,24.0,372.5,6.5,4.0,0.49,0.46,19.1875,306.25,5.9,4.3,0.35,0.65,1,25.875,341.125,5.9,3.8,0.47,0.73,18.0,332.4375,6.1,4.6,0.39,0.53
1,0,17.5625,314.9375,5.7,4.4,0.35,0.47,21.75,312.625,6.0,3.9,0.41,0.5,1,27.4375,389.375,6.4,5.4,0.4,0.69,23.5625,327.1875,6.0,4.2,0.38,0.42
1,0,21.3125,335.125,6.4,4.6,0.42,0.71,19.875,332.6875,5.9,4.7,0.43,0.53,1,24.0,372.5,6.5,4.0,0.49,0.46,19.1875,306.25,5.9,4.3,0.35,0.65
0,0,20.125,330.5625,6.1,3.6,0.39,0.68,24.6875,332.0,6.4,4.4,0.38,0.29,1,22.3125,322.875,6.3,3.8,0.39,0.4,16.875,318.875,5.8,3.9,0.38,0.5
1,0,23.4375,345.3125,6.9,4.1,0.43,0.4,14.5,276.8125,5.3,3.0,0.34,0.63,1,16.9375,289.6875,5.8,4.0,0.37,0.71,20.75,350.0625,6.6,4.1,0.43,0.73
0,0,17.0625,323.125,5.9,3.7,0.4,0.3,20.8125,309.3125,6.2,3.6,0.37,0.36,1,32.375,363.75,7.2,4.3,0.48,0.5,19.5625,366.5,6.4,4.2,0.47,0.6
1,0,25.625,354.625,5.9,4.9,0.34,0.4,23.1875,322.8125,5.9,4.5,0.35,0.27,1,22.875,349.6875,5.9,4.7,0.37,0.44,20.375,330.1875,5.7,4.3,0.38,0.35
1,1,22.9375,351.0,5.9,4.4,0.4,0.36,19.0,291.5,5.6,3.6,0.37,0.67,0,17.6875,304.875,5.7,4.3,0.38,0.46,26.5625,361.625,6.1,4.8,0.43,0.7
1,1,25.875,341.125,5.9,3.8,0.47,0.73,18.0,332.4375,6.1,4.6,0.39,0.53,0,12.25,258.4375,4.3,4.3,0.3,0.44,25.5,335.875,6.1,3.9,0.38,0.44
1,1,22.625,338.9375,5.8,4.0,0.4,0.63,23.0625,343.5625,6.2,4.5,0.39,0.42,0,17.5625,314.9375,5.7,4.4,0.35,0.47,21.75,312.625,6.0,3.9,0.41,0.5
0,0,20.875,289.4375,5.8,3.9,0.33,0.29,17.875,314.3125,5.8,3.7,0.35,0.46,1,24.25,358.125,7.1,3.8,0.42,0.39,15.0,309.0625,5.4,4.7,0.36,0.3
1,1,24.375,386.625,6.8,4.8,0.41,0.47,26.6875,376.9375,7.4,4.0,0.4,0.85,0,22.0625,341.25,6.0,4.7,0.4,0.64,26.1875,371.8125,7.5,4.7,0.41,0.44
1,0,27.5625,395.5625,7.8,4.0,0.45,0.39,20.125,271.5625,5.3,3.7,0.34,0.43,1,21.5,348.875,6.5,3.9,0.32,0.32,29.4375,390.8125,7.2,4.7,0.38,0.63
0,1,27.4375,389.375,6.4,5.4,0.4,0.69,23.5625,327.1875,6.0,4.2,0.38,0.42,0,24.625,364.25,6.7,4.2,0.41,0.59,27.25,351.75,6.8,4.3,0.4,0.44
